BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
78225,3022,07-Jun-20,491758,3.19,1,SOUTH  ,23,2020
78229,1195,07-Jun-20,7124846,5.49,1,EAST   ,23,2020
78239,99,07-Jun-20,7302931,4.29,1,SOUTH  ,23,2020
78239,99,07-Jun-20,9010,5.49,1,SOUTH  ,23,2020
78244,1631,07-Jun-20,5461295,4.99,1,WEST   ,23,2020
78256,210,08-Jun-20,7323751,2,1,EAST   ,23,2020
78257,2780,08-Jun-20,99296,3.99,1,WEST   ,23,2020
78257,2780,08-Jun-20,6288862,3.98,2,WEST   ,23,2020
78264,4766,08-Jun-20,7226352,1.67,1,WEST   ,23,2020
78268,2512,08-Jun-20,7332903,1.99,1,WEST   ,23,2020
78284,1916,08-Jun-20,6349909,3.34,1,WEST   ,23,2020
78286,3842,08-Jun-20,6489977,0.37,1,SOUTH  ,23,2020
78290,4085,08-Jun-20,7119695,1,1,CENTRAL,23,2020
78295,2148,07-Jun-20,6595655,0.69,1,CENTRAL,23,2020
78296,4879,07-Jun-20,2917493,2.99,1,CENTRAL,23,2020
78297,2232,07-Jun-20,7293708,0.99,1,CENTRAL,23,2020
78306,4264,07-Jun-20,5884813,3.57,3,EAST   ,23,2020
78312,4809,07-Jun-20,5009458,1.99,1,CENTRAL,23,2020
78319,60,07-Jun-20,7326311,1.79,1,EAST   ,23,2020
78325,4604,07-Jun-20,2390144,3.39,1,WEST   ,23,2020
78330,3205,07-Jun-20,5346955,0.79,1,SOUTH  ,23,2020
78332,3474,07-Jun-20,4619338,2.49,1,SOUTH  ,23,2020
78335,2710,07-Jun-20,266650,1.57,1,WEST   ,23,2020
78341,4836,07-Jun-20,2453042,2.5,1,SOUTH  ,23,2020
78347,2420,08-Jun-20,72180,0.91,1,WEST   ,23,2020
78356,459,08-Jun-20,8445,5.99,1,CENTRAL,23,2020
78359,1034,08-Jun-20,6434413,0.89,1,EAST   ,23,2020
78359,1034,08-Jun-20,6438242,1.19,1,EAST   ,23,2020
78370,1748,08-Jun-20,4200176,5,2,WEST   ,23,2020
78394,779,08-Jun-20,661074,2.79,1,CENTRAL,23,2020
78396,2345,08-Jun-20,6510740,3.76,2,WEST   ,23,2020
78397,3111,08-Jun-20,6426181,12.99,3,SOUTH  ,23,2020
78397,3111,08-Jun-20,6503036,15.99,1,SOUTH  ,23,2020
78410,60,08-Jun-20,6785420,2.5,1,EAST   ,23,2020
78411,605,09-Jun-20,72066,4.89,1,CENTRAL,23,2020
78424,2654,09-Jun-20,644698,1.54,1,WEST   ,23,2020
78427,1631,09-Jun-20,897539,1.69,1,WEST   ,23,2020
78434,815,09-Jun-20,97393,1.58,2,CENTRAL,23,2020
78439,2011,09-Jun-20,2999121,12.99,1,EAST   ,23,2020
78440,160,09-Jun-20,99577,2.79,1,EAST   ,23,2020
78442,1437,09-Jun-20,5172016,1.5,1,WEST   ,23,2020
78443,616,08-Jun-20,3809100,2.21,1,CENTRAL,23,2020
78445,3820,08-Jun-20,1427480,5,2,CENTRAL,23,2020
78446,4713,08-Jun-20,6625678,2.49,1,SOUTH  ,23,2020
78456,1861,09-Jun-20,6664148,1.99,1,CENTRAL,23,2020
78460,2531,09-Jun-20,9011,0.79,1,WEST   ,23,2020
78460,2531,09-Jun-20,5013420,1.26,1,WEST   ,23,2020
78494,4836,09-Jun-20,6757811,2.49,1,SOUTH  ,23,2020
78502,1080,09-Jun-20,248683,3.49,1,EAST   ,23,2020
78518,1241,10-Jun-20,2273977,4.98,2,EAST   ,23,2020
78520,4607,10-Jun-20,2449027,2.19,1,WEST   ,23,2020
78521,4414,10-Jun-20,5233067,3,2,CENTRAL,23,2020
78521,4414,10-Jun-20,5362442,3.99,1,CENTRAL,23,2020
78521,4414,10-Jun-20,6786743,7.99,1,CENTRAL,23,2020
78524,2320,10-Jun-20,559364,12.99,1,WEST   ,23,2020
78532,3496,10-Jun-20,4778393,2.5,2,SOUTH  ,23,2020
78538,692,10-Jun-20,481992,1.39,1,CENTRAL,23,2020
78546,3635,10-Jun-20,5495963,1.99,1,SOUTH  ,23,2020
78557,4857,09-Jun-20,2857123,1.25,1,CENTRAL,23,2020
78567,2260,10-Jun-20,1384841,7.04,8,WEST   ,23,2020
78576,2077,10-Jun-20,4738572,4,2,EAST   ,23,2020
78580,4264,10-Jun-20,6820427,2.5,1,EAST   ,23,2020
78585,984,10-Jun-20,638561,1.4,2,EAST   ,23,2020
78606,1290,11-Jun-20,6761819,2.39,1,CENTRAL,23,2020
78609,1885,11-Jun-20,6757540,0.94,1,SOUTH  ,23,2020
78609,1885,11-Jun-20,5987827,3.79,1,SOUTH  ,23,2020
78609,1885,11-Jun-20,336964,6.89,1,SOUTH  ,23,2020
78611,4857,11-Jun-20,767592,1,1,CENTRAL,23,2020
78619,986,11-Jun-20,416886,1.69,1,EAST   ,23,2020
78624,3811,11-Jun-20,6664116,1.39,1,SOUTH  ,23,2020
78624,3811,11-Jun-20,503259,1.99,1,SOUTH  ,23,2020
78626,2512,11-Jun-20,644199,3.99,1,WEST   ,23,2020
78628,2531,11-Jun-20,4632874,1.47,2,WEST   ,23,2020
78643,2629,11-Jun-20,5832291,2.31,3,WEST   ,23,2020
78643,2629,11-Jun-20,4580215,2.99,1,WEST   ,23,2020
78667,4745,11-Jun-20,98491,1.79,1,WEST   ,23,2020
78672,1034,11-Jun-20,6718059,2.5,1,EAST   ,23,2020
78680,4594,11-Jun-20,5376358,1.05,1,WEST   ,23,2020
78689,1446,11-Jun-20,103154,1.5,1,SOUTH  ,23,2020
78689,1446,11-Jun-20,5414617,3.49,1,SOUTH  ,23,2020
78690,2066,11-Jun-20,4960355,1.88,1,CENTRAL,23,2020
78694,1349,11-Jun-20,91239,5.99,1,SOUTH  ,23,2020
78702,2375,11-Jun-20,638729,3.99,1,WEST   ,23,2020
78708,4778,12-Jun-20,4321431,5.49,1,WEST   ,23,2020
78709,3105,11-Jun-20,5779859,4.69,1,SOUTH  ,23,2020
78713,3809,12-Jun-20,76812,1.54,2,CENTRAL,23,2020
78727,1102,12-Jun-20,2240763,0.79,1,EAST   ,23,2020
78727,1102,12-Jun-20,96215,7.5,3,EAST   ,23,2020
78731,4171,12-Jun-20,4120718,1.79,1,EAST   ,23,2020
78735,3964,12-Jun-20,103271,3.99,1,WEST   ,23,2020
78735,3964,12-Jun-20,1340632,3.99,1,WEST   ,23,2020
78737,1647,12-Jun-20,75103,16.45,5,WEST   ,23,2020
78738,4719,12-Jun-20,6633518,2.99,1,CENTRAL,23,2020
78738,4719,12-Jun-20,6024677,5.98,2,CENTRAL,23,2020
78742,3105,12-Jun-20,6652582,2.99,1,SOUTH  ,23,2020
78746,2638,12-Jun-20,6434589,2.69,1,WEST   ,23,2020
78746,2638,12-Jun-20,5990205,15.98,2,WEST   ,23,2020
78751,3442,12-Jun-20,6849076,2.71,1,SOUTH  ,23,2020
78756,1373,12-Jun-20,4231815,2.98,2,EAST   ,23,2020
78758,514,12-Jun-20,787876,2.97,1,CENTRAL,23,2020
78764,1245,12-Jun-20,4959977,2.24,1,EAST   ,23,2020
78764,1245,12-Jun-20,6744634,3.49,2,EAST   ,23,2020
78766,1082,12-Jun-20,99595,1.49,1,EAST   ,23,2020
78768,3977,12-Jun-20,204202,4.58,2,EAST   ,23,2020
78768,3977,12-Jun-20,941637,10.32,8,EAST   ,23,2020
78774,453,12-Jun-20,675537,0.99,1,EAST   ,23,2020
78774,453,12-Jun-20,3974492,5.49,1,EAST   ,23,2020
78780,3014,12-Jun-20,5004152,1.49,1,SOUTH  ,23,2020
78784,308,12-Jun-20,918428,2.18,2,EAST   ,23,2020
78786,4372,12-Jun-20,2901448,10,4,CENTRAL,23,2020
78788,651,12-Jun-20,89374,1,1,CENTRAL,23,2020
78788,651,12-Jun-20,6935969,1.99,1,CENTRAL,23,2020
78789,4809,12-Jun-20,6708680,1,1,CENTRAL,23,2020
78789,4809,12-Jun-20,644312,1.29,1,CENTRAL,23,2020
78792,1795,12-Jun-20,4854039,1.59,1,WEST   ,23,2020
78792,1795,12-Jun-20,4655388,2.49,1,WEST   ,23,2020
78792,1795,12-Jun-20,746222,3.99,1,WEST   ,23,2020
78798,2319,13-Jun-20,125587,2,2,WEST   ,23,2020
78798,2319,13-Jun-20,73890,1.99,1,WEST   ,23,2020
78798,2319,13-Jun-20,6547707,5.38,1,WEST   ,23,2020
78803,4264,13-Jun-20,277332,1.49,1,EAST   ,23,2020
78810,631,13-Jun-20,963819,3.69,1,CENTRAL,23,2020
78818,4623,13-Jun-20,5461634,2.19,1,EAST   ,23,2020
78819,1020,13-Jun-20,95081,4.05,1,EAST   ,23,2020
78820,525,13-Jun-20,787530,1.49,1,CENTRAL,23,2020
78821,3940,13-Jun-20,6277863,2.38,2,EAST   ,23,2020
78821,3940,13-Jun-20,4365488,3.49,1,EAST   ,23,2020
78823,4498,13-Jun-20,6475548,2.49,1,WEST   ,23,2020
78824,4457,13-Jun-20,82962,15.98,1,SOUTH  ,23,2020
78826,3551,13-Jun-20,315764,3.98,2,SOUTH  ,23,2020
78836,3214,13-Jun-20,3294758,7.98,2,SOUTH  ,23,2020
78838,3214,13-Jun-20,92412,1.2,3,SOUTH  ,23,2020
78840,1437,13-Jun-20,6767023,1.49,1,WEST   ,23,2020
78841,1437,13-Jun-20,6303543,10,1,WEST   ,23,2020
78842,2745,13-Jun-20,5785244,1.99,1,WEST   ,23,2020
78842,2745,13-Jun-20,99311,7.29,1,WEST   ,23,2020
78850,2232,13-Jun-20,5045145,1.99,1,CENTRAL,23,2020
78850,2232,13-Jun-20,6483016,2.59,1,CENTRAL,23,2020
78851,4603,13-Jun-20,6855876,3.29,1,WEST   ,23,2020
78853,4607,13-Jun-20,454544,5.19,1,WEST   ,23,2020
78858,159,13-Jun-20,4038002,1.25,1,EAST   ,23,2020
78863,1861,13-Jun-20,5352619,2.07,3,CENTRAL,23,2020
78870,2519,13-Jun-20,5654277,6.99,1,WEST   ,23,2020
78870,2519,13-Jun-20,77519,7.18,2,WEST   ,23,2020
78871,3205,13-Jun-20,4735305,4.8,1,SOUTH  ,23,2020
78873,4766,13-Jun-20,315536,3.49,1,WEST   ,23,2020
78877,3246,13-Jun-20,4011027,5.98,2,SOUTH  ,23,2020
78881,1137,13-Jun-20,921652,6.79,1,EAST   ,23,2020
78895,4085,13-Jun-20,5715536,14.99,1,CENTRAL,23,2020
78896,183,13-Jun-20,1378509,2.5,1,EAST   ,23,2020
78900,3151,13-Jun-20,6442630,8.49,1,CENTRAL,23,2020
78911,2225,14-Jun-20,3154125,13.4,3,SOUTH  ,24,2020
78920,99,14-Jun-20,6452360,0.99,1,SOUTH  ,24,2020
78920,99,14-Jun-20,6792083,2,2,SOUTH  ,24,2020
78921,1020,14-Jun-20,1052844,1,1,EAST   ,24,2020
78926,3044,14-Jun-20,6784877,8.29,1,EAST   ,24,2020
78950,1270,14-Jun-20,6467796,6,1,CENTRAL,24,2020
78950,1270,14-Jun-20,6766717,15.6,1,CENTRAL,24,2020
78951,779,14-Jun-20,5352438,0,1,CENTRAL,24,2020
78967,2345,14-Jun-20,6745118,1.99,1,WEST   ,24,2020
78969,136,14-Jun-20,6630617,5.29,1,EAST   ,24,2020
78973,642,14-Jun-20,3670316,3.33,1,CENTRAL,24,2020
78975,1187,14-Jun-20,6606870,0.69,1,EAST   ,24,2020
79018,2379,15-Jun-20,124780,0.89,1,WEST   ,24,2020
79018,2379,15-Jun-20,99828,1.99,1,WEST   ,24,2020
79021,2531,15-Jun-20,306755,1.99,1,WEST   ,24,2020
79023,1990,15-Jun-20,4527971,0.99,1,CENTRAL,24,2020
79023,1990,15-Jun-20,90113,2.89,1,CENTRAL,24,2020
79029,815,15-Jun-20,5844061,5.98,2,CENTRAL,24,2020
79029,815,15-Jun-20,72582,17.98,2,CENTRAL,24,2020
79033,3904,15-Jun-20,5929718,3.34,2,EAST   ,24,2020
79037,4607,15-Jun-20,2896083,4.58,2,WEST   ,24,2020
79037,4607,15-Jun-20,709947,9.98,2,WEST   ,24,2020
79038,4897,15-Jun-20,5225092,4.33,1,SOUTH  ,24,2020
79042,986,15-Jun-20,2742332,1.99,1,EAST   ,24,2020
79052,2638,15-Jun-20,6417541,1.5,1,WEST   ,24,2020
79052,2638,15-Jun-20,6422455,1.99,1,WEST   ,24,2020
79059,2617,15-Jun-20,6159579,11.98,2,WEST   ,24,2020
79065,1729,15-Jun-20,2486336,1.89,1,CENTRAL,24,2020
79068,2264,15-Jun-20,6426206,1.99,1,SOUTH  ,24,2020
79068,2264,15-Jun-20,80632,4.99,1,SOUTH  ,24,2020
79076,4904,15-Jun-20,766930,2.79,1,CENTRAL,24,2020
79076,4904,15-Jun-20,5069311,2.99,1,CENTRAL,24,2020
79076,4904,15-Jun-20,6574106,2.99,1,CENTRAL,24,2020
79077,2406,15-Jun-20,941142,2.79,1,WEST   ,24,2020
79086,616,15-Jun-20,767427,0.99,1,CENTRAL,24,2020
79086,616,15-Jun-20,2459594,1.62,1,CENTRAL,24,2020
79087,1120,15-Jun-20,3974855,2.97,3,EAST   ,24,2020
79096,159,15-Jun-20,6236526,3.76,2,EAST   ,24,2020
79097,2607,15-Jun-20,4832581,1.5,1,WEST   ,24,2020
79099,4439,15-Jun-20,5829247,23.94,6,EAST   ,24,2020
79102,4171,15-Jun-20,6510651,3.59,1,EAST   ,24,2020
79103,3603,15-Jun-20,6723395,1.1,1,SOUTH  ,24,2020
79109,3811,15-Jun-20,4442594,1.78,2,SOUTH  ,24,2020
79127,1448,17-Jun-20,6849129,2.99,1,SOUTH  ,24,2020
79149,4065,17-Jun-20,472307,9.98,2,EAST   ,24,2020
79165,3687,16-Jun-20,710648,1.25,1,SOUTH  ,24,2020
79181,4065,16-Jun-20,3989305,2.5,1,EAST   ,24,2020
79190,1797,16-Jun-20,882843,1.99,1,CENTRAL,24,2020
79195,4218,16-Jun-20,5150686,1.38,2,EAST   ,24,2020
79196,4218,16-Jun-20,72703,12.99,1,EAST   ,24,2020
79208,2175,16-Jun-20,4940011,3.99,1,WEST   ,24,2020
79214,1632,16-Jun-20,6442368,1.19,1,WEST   ,24,2020
79239,2077,18-Jun-20,4730354,2.5,1,EAST   ,24,2020
79245,2710,18-Jun-20,6608757,7.98,2,WEST   ,24,2020
79251,3687,18-Jun-20,2486159,6.99,1,SOUTH  ,24,2020
79258,3044,18-Jun-20,1338403,4,4,EAST   ,24,2020
79262,3889,18-Jun-20,6694145,2.97,1,SOUTH  ,24,2020
79268,1437,18-Jun-20,77356,0.89,1,WEST   ,24,2020
79268,1437,18-Jun-20,6561489,1.5,1,WEST   ,24,2020
79279,992,17-Jun-20,6402296,2.83,1,EAST   ,24,2020
79279,992,17-Jun-20,6495355,5.79,1,EAST   ,24,2020
79290,3758,17-Jun-20,98625,1,2,SOUTH  ,24,2020
79300,1082,17-Jun-20,6828731,3.99,1,EAST   ,24,2020
79303,2391,17-Jun-20,6500058,3.49,1,WEST   ,24,2020
79303,2391,17-Jun-20,4151260,3.89,1,WEST   ,24,2020
79304,2512,17-Jun-20,98644,14.99,1,WEST   ,24,2020
79309,692,17-Jun-20,7043252,6,6,CENTRAL,24,2020
79309,692,17-Jun-20,536274,4.99,1,CENTRAL,24,2020
79310,3186,17-Jun-20,6985967,6.2,1,CENTRAL,24,2020
79316,2629,17-Jun-20,102953,1.87,1,WEST   ,24,2020
79321,4857,18-Jun-20,5369905,2,2,CENTRAL,24,2020
79321,4857,18-Jun-20,6849187,9.69,1,CENTRAL,24,2020
79324,766,18-Jun-20,114032,7.59,1,CENTRAL,24,2020
79324,766,18-Jun-20,6762787,39.95,1,CENTRAL,24,2020
79325,2375,18-Jun-20,811560,2,1,WEST   ,24,2020
79326,117,18-Jun-20,589748,3.59,1,EAST   ,24,2020
79326,117,18-Jun-20,33567,4.99,1,EAST   ,24,2020
79331,1265,18-Jun-20,6992118,4.99,1,EAST   ,24,2020
79332,1275,18-Jun-20,72690,4.29,1,EAST   ,24,2020
79337,3840,18-Jun-20,5282781,1.12,1,EAST   ,24,2020
79337,3840,18-Jun-20,4793480,1.97,1,EAST   ,24,2020
79338,1924,18-Jun-20,143816,1,1,SOUTH  ,24,2020
79338,1924,18-Jun-20,4934175,1.67,1,SOUTH  ,24,2020
79348,1290,18-Jun-20,961072,1,1,CENTRAL,24,2020
79349,642,18-Jun-20,98948,2.99,1,CENTRAL,24,2020
79350,1034,18-Jun-20,86019,0.83,1,EAST   ,24,2020
79350,1034,18-Jun-20,90638,1.25,1,EAST   ,24,2020
79355,4757,18-Jun-20,6504078,5.49,1,SOUTH  ,24,2020
79368,3398,18-Jun-20,1388265,3.99,1,SOUTH  ,24,2020
79370,4214,18-Jun-20,5252565,5.18,2,CENTRAL,24,2020
79376,3314,18-Jun-20,6827779,3.98,2,SOUTH  ,24,2020
79376,3314,18-Jun-20,3757509,3.99,1,SOUTH  ,24,2020
79381,2572,18-Jun-20,1036616,3.08,1,WEST   ,24,2020
79387,4293,18-Jun-20,6396995,1.19,1,SOUTH  ,24,2020
79392,1015,19-Jun-20,101246,3.99,1,EAST   ,24,2020
79409,3551,19-Jun-20,6743252,2.99,1,SOUTH  ,24,2020
79411,1122,19-Jun-20,5045075,2.49,1,EAST   ,24,2020
79415,428,19-Jun-20,6779710,1.09,1,CENTRAL,24,2020
79423,4146,19-Jun-20,3028221,30.84,2,WEST   ,24,2020
79426,2756,19-Jun-20,6967659,6.98,2,CENTRAL,24,2020
79431,2022,19-Jun-20,5623860,4.99,1,SOUTH  ,24,2020
79431,2022,19-Jun-20,147392,4.99,1,SOUTH  ,24,2020
79435,3893,19-Jun-20,6065263,2,1,SOUTH  ,24,2020
79435,3893,19-Jun-20,5225139,12.99,1,SOUTH  ,24,2020
79449,1885,19-Jun-20,86324,2.97,1,SOUTH  ,24,2020
79449,1885,19-Jun-20,4859503,3.49,1,SOUTH  ,24,2020
79450,4414,19-Jun-20,3708578,3.37,1,CENTRAL,24,2020
79453,428,19-Jun-20,6083859,2.5,1,CENTRAL,24,2020
79455,1034,19-Jun-20,6697223,7.99,1,EAST   ,24,2020
79457,991,19-Jun-20,5171882,4.99,1,EAST   ,24,2020
79460,801,19-Jun-20,452999,3.77,1,CENTRAL,24,2020
79462,2436,19-Jun-20,2523013,3.39,1,WEST   ,24,2020
79473,1526,19-Jun-20,761527,2.99,1,CENTRAL,24,2020
79474,3496,19-Jun-20,6782836,10.99,1,SOUTH  ,24,2020
79485,1433,19-Jun-20,1175534,5.38,1,WEST   ,24,2020
79494,2150,19-Jun-20,4605249,1.1,2,EAST   ,24,2020
79495,4406,19-Jun-20,5673292,1.25,1,CENTRAL,24,2020
79495,4406,19-Jun-20,6282136,1.49,1,CENTRAL,24,2020
79495,4406,19-Jun-20,957083,3.49,1,CENTRAL,24,2020
79497,1795,19-Jun-20,4751615,1.49,1,WEST   ,24,2020
79500,764,19-Jun-20,82566,1.29,1,CENTRAL,24,2020
79501,2320,19-Jun-20,6772511,1.98,2,WEST   ,24,2020
79505,2077,20-Jun-20,5736677,3.76,2,EAST   ,24,2020
79511,4011,20-Jun-20,5319702,11.98,2,SOUTH  ,24,2020
79523,2780,20-Jun-20,5374568,2,2,WEST   ,24,2020
79531,4745,20-Jun-20,4223356,3.99,1,WEST   ,24,2020
79546,4065,20-Jun-20,4288944,2,2,EAST   ,24,2020
79557,4264,20-Jun-20,3748151,1.8,1,EAST   ,24,2020
79558,1567,20-Jun-20,777921,6.99,1,WEST   ,24,2020
79569,1618,20-Jun-20,6427563,0.79,1,WEST   ,24,2020
79574,1446,20-Jun-20,248410,1,1,SOUTH  ,24,2020
79574,1446,20-Jun-20,5529540,2.99,1,SOUTH  ,24,2020
79580,4725,20-Jun-20,5474902,6.99,1,CENTRAL,24,2020
79582,2519,20-Jun-20,2901286,5.69,1,WEST   ,24,2020
79589,4766,20-Jun-20,737397,1.19,1,WEST   ,24,2020
79592,438,20-Jun-20,76648,5.29,1,CENTRAL,24,2020
79607,1241,20-Jun-20,503421,0.9,2,EAST   ,24,2020
79607,1241,20-Jun-20,5829863,1,1,EAST   ,24,2020
79611,1492,20-Jun-20,2467363,3.99,1,EAST   ,24,2020
79611,1492,20-Jun-20,725533,26.99,1,EAST   ,24,2020
79628,60,21-Jun-20,583969,1.25,1,EAST   ,25,2020
79628,60,21-Jun-20,74872,2.98,2,EAST   ,25,2020
79635,2531,21-Jun-20,6815891,3.28,1,WEST   ,25,2020
79638,3940,21-Jun-20,3679703,5.99,1,EAST   ,25,2020
79648,2756,21-Jun-20,82841,3.56,4,CENTRAL,25,2020
79687,3800,21-Jun-20,378460,1.78,2,CENTRAL,25,2020
79687,3800,21-Jun-20,767262,1.99,1,CENTRAL,25,2020
79695,136,21-Jun-20,6295329,2.99,1,EAST   ,25,2020
79698,991,21-Jun-20,97635,9.99,1,EAST   ,25,2020
79711,3496,21-Jun-20,4037194,3.79,1,SOUTH  ,25,2020
79712,1349,21-Jun-20,5642839,2.49,1,SOUTH  ,25,2020
79715,3758,21-Jun-20,1109576,2.5,1,SOUTH  ,25,2020
79720,3111,21-Jun-20,6792066,2.5,1,SOUTH  ,25,2020
79728,2573,21-Jun-20,7031326,2.49,1,WEST   ,25,2020
79730,590,21-Jun-20,6925491,6.98,2,CENTRAL,25,2020
79733,3243,21-Jun-20,5110754,3.49,1,SOUTH  ,25,2020
79734,4809,21-Jun-20,669468,1.81,1,CENTRAL,25,2020
79740,1492,21-Jun-20,92049,3.98,2,EAST   ,25,2020
79741,1441,21-Jun-20,653304,3.69,1,WEST   ,25,2020
79746,4713,22-Jun-20,5861459,1.99,1,SOUTH  ,25,2020
79746,4713,22-Jun-20,1066831,2.5,1,SOUTH  ,25,2020
79760,151,22-Jun-20,7037559,7.99,1,EAST   ,25,2020
79763,815,22-Jun-20,3679761,1.5,1,CENTRAL,25,2020
79764,1770,22-Jun-20,6656218,3.99,1,CENTRAL,25,2020
79766,3358,22-Jun-20,6796386,11.99,1,SOUTH  ,25,2020
79778,3811,22-Jun-20,6449439,0.59,1,SOUTH  ,25,2020
79778,3811,22-Jun-20,7104846,1.99,1,SOUTH  ,25,2020
79778,3811,22-Jun-20,1091022,2.49,1,SOUTH  ,25,2020
79792,4987,22-Jun-20,6138916,3.98,2,CENTRAL,25,2020
79793,4987,22-Jun-20,86128,13.08,12,CENTRAL,25,2020
79795,1632,22-Jun-20,441615,3.39,1,WEST   ,25,2020
79796,1187,22-Jun-20,6931151,0.69,1,EAST   ,25,2020
79804,2189,22-Jun-20,5677603,0.79,1,EAST   ,25,2020
79811,3014,22-Jun-20,8623,3,2,SOUTH  ,25,2020
79811,3014,22-Jun-20,6300669,4.19,1,SOUTH  ,25,2020
79812,616,22-Jun-20,4660171,1.46,1,CENTRAL,25,2020
79826,4439,22-Jun-20,6697206,1.99,1,EAST   ,25,2020
79826,4439,22-Jun-20,4718694,2.53,2,EAST   ,25,2020
79829,3523,23-Jun-20,73586,5.98,1,SOUTH  ,25,2020
79844,210,22-Jun-20,5763741,1.89,1,EAST   ,25,2020
79851,3635,23-Jun-20,5870398,12.99,1,SOUTH  ,25,2020
79853,779,23-Jun-20,3814344,1.99,1,CENTRAL,25,2020
79886,991,23-Jun-20,6606899,2,2,EAST   ,25,2020
79892,1034,23-Jun-20,472412,2.5,1,EAST   ,25,2020
79893,4987,23-Jun-20,99658,1.99,1,CENTRAL,25,2020
79901,2011,23-Jun-20,7064608,3.29,1,EAST   ,25,2020
79906,3030,23-Jun-20,979290,1.99,1,SOUTH  ,25,2020
79906,3030,23-Jun-20,1056833,3.99,1,SOUTH  ,25,2020
79914,453,23-Jun-20,6319817,1.79,1,EAST   ,25,2020
79928,60,23-Jun-20,6126330,1,1,EAST   ,25,2020
79929,4171,23-Jun-20,5187474,3,4,EAST   ,25,2020
79930,4836,24-Jun-20,638740,2.99,1,SOUTH  ,25,2020
79930,4836,24-Jun-20,7072361,2.99,1,SOUTH  ,25,2020
79940,2148,24-Jun-20,143655,1.02,1,CENTRAL,25,2020
79944,2531,24-Jun-20,4848904,2.49,1,WEST   ,25,2020
79946,3809,24-Jun-20,6858007,3.29,1,CENTRAL,25,2020
79950,1122,24-Jun-20,974718,1.99,1,EAST   ,25,2020
79951,2189,24-Jun-20,4466791,0.85,1,EAST   ,25,2020
79958,4607,24-Jun-20,33146,1.11,1,WEST   ,25,2020
79967,3603,24-Jun-20,7088081,2.38,2,SOUTH  ,25,2020
79968,3893,24-Jun-20,7095454,1.79,1,SOUTH  ,25,2020
79969,159,24-Jun-20,86374,6.5,1,EAST   ,25,2020
79971,2607,24-Jun-20,1066039,2.5,2,WEST   ,25,2020
79985,1748,24-Jun-20,97194,1.49,1,WEST   ,25,2020
79991,514,24-Jun-20,514035,8.79,1,CENTRAL,25,2020
79994,2617,24-Jun-20,6715682,2.99,1,WEST   ,25,2020
79996,3060,24-Jun-20,6745065,1.29,1,SOUTH  ,25,2020
79997,3319,24-Jun-20,95120,3.49,1,EAST   ,25,2020
79997,3319,24-Jun-20,4826122,7.98,2,EAST   ,25,2020
80003,2573,24-Jun-20,6828858,0.99,1,WEST   ,25,2020
80003,2573,24-Jun-20,126937,3.49,1,WEST   ,25,2020
80007,1797,24-Jun-20,6617120,3.77,1,CENTRAL,25,2020
80015,2406,24-Jun-20,6984973,2.49,1,WEST   ,25,2020
80019,4716,24-Jun-20,6729010,2.99,1,WEST   ,25,2020
80033,3969,25-Jun-20,932494,7.96,4,SOUTH  ,25,2020
80033,3969,25-Jun-20,1015919,8.74,1,SOUTH  ,25,2020
80057,1251,25-Jun-20,6438334,1.53,1,EAST   ,25,2020
80057,1251,25-Jun-20,662228,4.49,1,EAST   ,25,2020
80068,3442,25-Jun-20,6456033,2,1,SOUTH  ,25,2020
80087,1261,25-Jun-20,737814,3.49,1,CENTRAL,25,2020
80087,1261,25-Jun-20,1411252,3.79,1,CENTRAL,25,2020
80093,4713,25-Jun-20,587918,6.99,1,SOUTH  ,25,2020
80099,1245,25-Jun-20,895169,2,1,EAST   ,25,2020
80099,1245,25-Jun-20,83301,2.69,1,EAST   ,25,2020
80109,4293,25-Jun-20,3689719,2.71,1,SOUTH  ,25,2020
80109,4293,25-Jun-20,6782877,2.99,1,SOUTH  ,25,2020
80119,2844,26-Jun-20,86270,2.67,2,CENTRAL,25,2020
80128,99,26-Jun-20,6556631,3.98,2,SOUTH  ,25,2020
80129,4457,26-Jun-20,143523,1.5,6,SOUTH  ,25,2020
80142,1080,26-Jun-20,5503012,1.58,1,EAST   ,25,2020
80142,1080,26-Jun-20,6900888,5.87,2,EAST   ,25,2020
80145,2232,26-Jun-20,3792759,12,3,CENTRAL,25,2020
80154,2639,26-Jun-20,1373404,4,2,WEST   ,25,2020
80161,1836,26-Jun-20,5748618,7.69,1,SOUTH  ,25,2020
80162,1399,26-Jun-20,7153795,19.98,2,SOUTH  ,25,2020
80165,4420,26-Jun-20,2532327,2.99,1,EAST   ,25,2020
80165,4420,26-Jun-20,6097559,7.98,2,EAST   ,25,2020
80166,3840,26-Jun-20,847376,1.38,2,EAST   ,25,2020
80166,3840,26-Jun-20,4194245,3.98,2,EAST   ,25,2020
80171,242,26-Jun-20,6595936,3.79,1,EAST   ,25,2020
80171,242,26-Jun-20,5354436,22.75,2,EAST   ,25,2020
80172,3232,26-Jun-20,72775,2.5,1,EAST   ,25,2020
80172,3232,26-Jun-20,5045076,2.89,1,EAST   ,25,2020
80173,1885,26-Jun-20,405568,2.19,1,SOUTH  ,25,2020
80173,1885,26-Jun-20,6786296,2.69,1,SOUTH  ,25,2020
80173,1885,26-Jun-20,1023721,4.99,1,SOUTH  ,25,2020
